Month,Category,Exports,Imports,Balance
2/1/1999,Crude materials,183,385,-202
3/1/1999,Crude materials,181,398,-217
4/1/1999,Crude materials,172,392,-220
5/1/1999,Crude materials,169,432,-263
6/1/1999,Crude materials,182,400,-218
7/1/1999,Crude materials,189,405,-216
8/1/1999,Crude materials,165,398,-233
9/1/1999,Crude materials,190,415,-225
10/1/1999,Crude materials,209,419,-210
11/1/1999,Crude materials,194,430,-236
12/1/1999,Crude materials,202,429,-227
1/1/2000,Crude materials,198,454,-256
2/1/2000,Crude materials,199,462,-263
3/1/2000,Crude materials,212,450,-238
4/1/2000,Crude materials,212,451,-239
5/1/2000,Crude materials,208,477,-269
6/1/2000,Crude materials,211,474,-263
7/1/2000,Crude materials,208,470,-262
8/1/2000,Crude materials,222,478,-256
9/1/2000,Crude materials,208,448,-240
10/1/2000,Crude materials,207,466,-259
11/1/2000,Crude materials,213,487,-274
12/1/2000,Crude materials,210,477,-267
1/1/2001,Crude materials,222,522,-300
2/1/2001,Crude materials,217,490,-273
3/1/2001,Crude materials,208,510,-302
4/1/2001,Crude materials,224,467,-243
5/1/2001,Crude materials,217,474,-257
6/1/2001,Crude materials,200,490,-290
7/1/2001,Crude materials,188,488,-300
8/1/2001,Crude materials,193,471,-278
9/1/2001,Crude materials,207,474,-267
10/1/2001,Crude materials,191,480,-289
11/1/2001,Crude materials,203,494,-291
12/1/2001,Crude materials,191,478,-287
1/1/2002,Crude materials,221,468,-247
2/1/2002,Crude materials,197,506,-309
3/1/2002,Crude materials,216,506,-290
4/1/2002,Crude materials,209,511,-302
5/1/2002,Crude materials,235,515,-280
6/1/2002,Crude materials,210,506,-296
7/1/2002,Crude materials,224,495,-271
8/1/2002,Crude materials,219,468,-249
9/1/2002,Crude materials,215,482,-267
10/1/2002,Crude materials,216,489,-273
11/1/2002,Crude materials,232,495,-263
12/1/2002,Crude materials,244,484,-240
1/1/2003,Crude materials,219,492,-273
2/1/2003,Crude materials,243,494,-251
3/1/2003,Crude materials,239,483,-244
4/1/2003,Crude materials,229,500,-271
5/1/2003,Crude materials,257,491,-234
6/1/2003,Crude materials,241,451,-210
7/1/2003,Crude materials,250,476,-226
8/1/2003,Crude materials,246,468,-222
9/1/2003,Crude materials,243,488,-245
10/1/2003,Crude materials,247,487,-240
11/1/2003,Crude materials,239,483,-244
12/1/2003,Crude materials,254,510,-256
1/1/2004,Crude materials,259,474,-215
2/1/2004,Crude materials,250,473,-223
3/1/2004,Crude materials,245,461,-216
4/1/2004,Crude materials,262,510,-248
5/1/2004,Crude materials,253,431,-178
6/1/2004,Crude materials,272,459,-187
7/1/2004,Crude materials,288,464,-176
8/1/2004,Crude materials,296,472,-176
9/1/2004,Crude materials,282,475,-193
10/1/2004,Crude materials,306,465,-159
11/1/2004,Crude materials,289,464,-175
12/1/2004,Crude materials,283,464,-181
1/1/2005,Crude materials,290,473,-183
2/1/2005,Crude materials,271,489,-218
3/1/2005,Crude materials,265,456,-191
4/1/2005,Crude materials,267,463,-196
5/1/2005,Crude materials,243,457,-214
6/1/2005,Crude materials,244,474,-230
7/1/2005,Crude materials,248,443,-195
8/1/2005,Crude materials,272,452,-180
9/1/2005,Crude materials,277,457,-180
10/1/2005,Crude materials,252,455,-203
11/1/2005,Crude materials,238,440,-202
12/1/2005,Crude materials,257,429,-172
1/1/2006,Crude materials,263,464,-201
2/1/2006,Crude materials,248,453,-205
3/1/2006,Crude materials,267,476,-209
4/1/2006,Crude materials,247,474,-227
5/1/2006,Crude materials,255,494,-239
6/1/2006,Crude materials,273,462,-189
7/1/2006,Crude materials,301,453,-152
8/1/2006,Crude materials,292,439,-147
9/1/2006,Crude materials,292,457,-165
10/1/2006,Crude materials,301,474,-173
11/1/2006,Crude materials,316,478,-162
12/1/2006,Crude materials,310,550,-240
1/1/2007,Crude materials,312,468,-156
2/1/2007,Crude materials,327,484,-157
3/1/2007,Crude materials,344,485,-141
4/1/2007,Crude materials,337,484,-147
5/1/2007,Crude materials,350,502,-152
6/1/2007,Crude materials,360,536,-176
7/1/2007,Crude materials,318,498,-180
8/1/2007,Crude materials,301,501,-200
9/1/2007,Crude materials,267,510,-243
10/1/2007,Crude materials,290,485,-195
11/1/2007,Crude materials,304,473,-169
12/1/2007,Crude materials,302,491,-189
1/1/2008,Crude materials,322,505,-183
2/1/2008,Crude materials,328,517,-189
3/1/2008,Crude materials,334,461,-127
4/1/2008,Crude materials,366,493,-127
5/1/2008,Crude materials,403,454,-51
6/1/2008,Crude materials,391,439,-48
7/1/2008,Crude materials,394,452,-58
8/1/2008,Crude materials,321,452,-131
9/1/2008,Crude materials,416,414,2
10/1/2008,Crude materials,330,386,-56
11/1/2008,Crude materials,256,388,-132
12/1/2008,Crude materials,285,353,-68
1/1/2009,Crude materials,267,328,-61
2/1/2009,Crude materials,293,365,-72
3/1/2009,Crude materials,220,350,-130
4/1/2009,Crude materials,239,346,-107
5/1/2009,Crude materials,238,364,-126
6/1/2009,Crude materials,226,378,-152
7/1/2009,Crude materials,246,331,-85
8/1/2009,Crude materials,275,346,-71
9/1/2009,Crude materials,272,388,-116
10/1/2009,Crude materials,307,396,-89
11/1/2009,Crude materials,281,367,-86
12/1/2009,Crude materials,305,394,-89
1/1/2010,Crude materials,246,459,-213
2/1/2010,Crude materials,288,372,-84
3/1/2010,Crude materials,290,414,-124
4/1/2010,Crude materials,327,388,-61
5/1/2010,Crude materials,284,395,-111
6/1/2010,Crude materials,305,397,-92
7/1/2010,Crude materials,314,426,-112
8/1/2010,Crude materials,330,417,-87
9/1/2010,Crude materials,330,425,-95
10/1/2010,Crude materials,331,436,-105
11/1/2010,Crude materials,374,426,-52
12/1/2010,Crude materials,364,416,-52
1/1/2011,Crude materials,346,443,-97
2/1/2011,Crude materials,343,426,-83
3/1/2011,Crude materials,355,414,-59
4/1/2011,Crude materials,312,420,-108
5/1/2011,Crude materials,332,473,-141
6/1/2011,Crude materials,347,419,-72
7/1/2011,Crude materials,317,434,-117
8/1/2011,Crude materials,346,446,-100
9/1/2011,Crude materials,308,416,-108
10/1/2011,Crude materials,283,419,-136
11/1/2011,Crude materials,321,435,-114
12/1/2011,Crude materials,310,431,-121
1/1/2012,Crude materials,299,446,-147
2/1/2012,Crude materials,328,416,-88
3/1/2012,Crude materials,348,371,-23
4/1/2012,Crude materials,330,422,-92
5/1/2012,Crude materials,306,404,-98
6/1/2012,Crude materials,265,405,-140
7/1/2012,Crude materials,280,386,-106
8/1/2012,Crude materials,331,392,-61
9/1/2012,Crude materials,295,402,-107
10/1/2012,Crude materials,292,455,-163
11/1/2012,Crude materials,286,437,-151
12/1/2012,Crude materials,287,425,-138
1/1/2013,Crude materials,291,428,-137
2/1/2013,Crude materials,320,465,-145
3/1/2013,Crude materials,333,461,-128
4/1/2013,Crude materials,284,423,-139
5/1/2013,Crude materials,298,425,-127
6/1/2013,Crude materials,250,438,-188
7/1/2013,Crude materials,226,465,-239
8/1/2013,Crude materials,259,498,-239
9/1/2013,Crude materials,270,486,-216
10/1/2013,Crude materials,250,480,-230
11/1/2013,Crude materials,251,475,-224
12/1/2013,Crude materials,256,490,-234
1/1/2014,Crude materials,248,509,-261
2/1/2014,Crude materials,260,463,-203
3/1/2014,Crude materials,241,459,-218
4/1/2014,Crude materials,273,503,-230
5/1/2014,Crude materials,235,498,-263
6/1/2014,Crude materials,259,514,-255
7/1/2014,Crude materials,292,494,-202
8/1/2014,Crude materials,243,509,-266
9/1/2014,Crude materials,238,528,-290
10/1/2014,Crude materials,241,480,-239
11/1/2014,Crude materials,237,518,-281
12/1/2014,Crude materials,248,489,-241
1/1/2015,Crude materials,232,476,-244
2/1/2015,Crude materials,216,503,-287
3/1/2015,Crude materials,234,531,-297
4/1/2015,Crude materials,200,491,-291
5/1/2015,Crude materials,219,498,-279
6/1/2015,Crude materials,220,503,-283
7/1/2015,Crude materials,184,495,-311
8/1/2015,Crude materials,214,471,-257
9/1/2015,Crude materials,197,445,-248
10/1/2015,Crude materials,221,493,-272
11/1/2015,Crude materials,188,493,-305
12/1/2015,Crude materials,184,450,-266
1/1/2016,Crude materials,190,464,-274
2/1/2016,Crude materials,188,466,-278
3/1/2016,Crude materials,195,484,-289
4/1/2016,Crude materials,203,483,-280
5/1/2016,Crude materials,205,453,-248
6/1/2016,Crude materials,181,484,-303
7/1/2016,Crude materials,194,465,-271
8/1/2016,Crude materials,194,486,-292
9/1/2016,Crude materials,187,464,-277
10/1/2016,Crude materials,192,499,-307
11/1/2016,Crude materials,214,460,-246
12/1/2016,Crude materials,221,525,-304
1/1/2017,Crude materials,210,531,-321
2/1/2017,Crude materials,208,513,-305
3/1/2017,Crude materials,218,510,-292
4/1/2017,Crude materials,218,480,-262
5/1/2017,Crude materials,222,483,-261
6/1/2017,Crude materials,214,488,-274
7/1/2017,Crude materials,224,490,-266
8/1/2017,Crude materials,217,525,-308
9/1/2017,Crude materials,214,520,-306
10/1/2017,Crude materials,232,473,-241
11/1/2017,Crude materials,199,484,-285
12/1/2017,Crude materials,213,517,-304
1/1/2018,Crude materials,203,472,-269
2/1/2018,Crude materials,229,461,-232
3/1/2018,Crude materials,202,444,-242
4/1/2018,Crude materials,208,458,-250
5/1/2018,Crude materials,206,485,-279
6/1/2018,Crude materials,225,477,-252
7/1/2018,Crude materials,224,495,-271
8/1/2018,Crude materials,206,483,-277
9/1/2018,Crude materials,227,471,-244
10/1/2018,Crude materials,211,464,-253
11/1/2018,Crude materials,208,502,-294
12/1/2018,Crude materials,211,489,-278
1/1/2019,Crude materials,216,491,-275
2/1/2019,Crude materials,220,507,-287
3/1/2019,Crude materials,222,502,-280
4/1/2019,Crude materials,216,502,-286
5/1/2019,Crude materials,227,463,-236
6/1/2019,Crude materials,199,473,-274
7/1/2019,Crude materials,199,465,-266
8/1/2019,Crude materials,200,446,-246
9/1/2019,Crude materials,196,414,-218
10/1/2019,Crude materials,200,459,-259
11/1/2019,Crude materials,203,462,-259
12/1/2019,Crude materials,189,467,-278
1/1/2020,Crude materials,210,445,-235
2/1/2020,Crude materials,215,557,-342
3/1/2020,Crude materials,207,435,-228
4/1/2020,Crude materials,154,367,-213
5/1/2020,Crude materials,175,356,-181
6/1/2020,Crude materials,190,442,-252
7/1/2020,Crude materials,211,468,-257
8/1/2020,Crude materials,213,519,-306
9/1/2020,Crude materials,224,557,-333
10/1/2020,Crude materials,226,587,-361
11/1/2020,Crude materials,238,585,-347
12/1/2020,Crude materials,248,633,-385
1/1/2021,Crude materials,176,443,-267
1/1/1997,Fuels,2499,403,2096
2/1/1997,Fuels,2663,507,2156
3/1/1997,Fuels,2962,513,2449
4/1/1997,Fuels,2632,666,1966
5/1/1997,Fuels,2867,527,2340
6/1/1997,Fuels,2247,631,1616
7/1/1997,Fuels,2989,465,2524
8/1/1997,Fuels,2832,539,2293
9/1/1997,Fuels,2831,455,2376
10/1/1997,Fuels,2655,473,2182
11/1/1997,Fuels,3369,547,2822
12/1/1997,Fuels,2635,588,2047
1/1/1998,Fuels,2804,605,2199
2/1/1998,Fuels,3011,620,2391
3/1/1998,Fuels,2678,590,2088
4/1/1998,Fuels,2548,600,1948
5/1/1998,Fuels,2917,604,2313
6/1/1998,Fuels,2643,648,1995
7/1/1998,Fuels,2557,551,2006
8/1/1998,Fuels,2152,515,1637
9/1/1998,Fuels,2620,478,2142
10/1/1998,Fuels,2258,534,1724
11/1/1998,Fuels,2473,668,1805
12/1/1998,Fuels,2819,715,2104
1/1/1999,Fuels,2656,743,1913
2/1/1999,Fuels,2759,710,2049
3/1/1999,Fuels,2641,706,1935
4/1/1999,Fuels,2091,617,1474
5/1/1999,Fuels,2183,556,1627
6/1/1999,Fuels,1945,538,1407
7/1/1999,Fuels,2348,612,1736
8/1/1999,Fuels,2450,672,1778
9/1/1999,Fuels,2439,685,1754
10/1/1999,Fuels,2578,565,2013
11/1/1999,Fuels,2679,549,2130
12/1/1999,Fuels,2709,518,2191
1/1/2000,Fuels,2984,560,2424
2/1/2000,Fuels,2196,517,1679
3/1/2000,Fuels,2701,510,2191
4/1/2000,Fuels,2814,525,2289
5/1/2000,Fuels,2275,449,1826
6/1/2000,Fuels,2361,606,1755
7/1/2000,Fuels,2495,656,1839
8/1/2000,Fuels,2217,518,1699
9/1/2000,Fuels,2056,553,1503
10/1/2000,Fuels,2039,620,1419
11/1/2000,Fuels,2228,493,1735
12/1/2000,Fuels,2769,804,1965
1/1/2001,Fuels,2936,450,2486
2/1/2001,Fuels,2514,589,1925
3/1/2001,Fuels,2771,700,2071
4/1/2001,Fuels,2663,653,2010
5/1/2001,Fuels,2598,733,1865
6/1/2001,Fuels,2183,832,1351
7/1/2001,Fuels,3052,635,2417
8/1/2001,Fuels,3097,491,2606
9/1/2001,Fuels,3041,490,2551
10/1/2001,Fuels,3304,893,2411
11/1/2001,Fuels,3385,630,2755
12/1/2001,Fuels,3266,654,2612
1/1/2002,Fuels,3081,560,2521
2/1/2002,Fuels,2890,678,2212
3/1/2002,Fuels,2995,674,2321
4/1/2002,Fuels,3261,636,2625
5/1/2002,Fuels,2621,726,1895
6/1/2002,Fuels,2917,725,2192
7/1/2002,Fuels,2367,635,1732
8/1/2002,Fuels,2349,695,1654
9/1/2002,Fuels,2956,780,2176
10/1/2002,Fuels,2552,796,1756
11/1/2002,Fuels,3020,771,2249
12/1/2002,Fuels,3123,638,2485
1/1/2003,Fuels,2589,702,1887
2/1/2003,Fuels,2573,507,2066
3/1/2003,Fuels,3121,550,2571
4/1/2003,Fuels,2978,695,2283
5/1/2003,Fuels,2791,697,2094
6/1/2003,Fuels,2681,515,2166
7/1/2003,Fuels,2869,665,2204
8/1/2003,Fuels,2429,677,1752
9/1/2003,Fuels,2429,703,1726
10/1/2003,Fuels,3029,645,2384
11/1/2003,Fuels,2576,618,1958
12/1/2003,Fuels,2978,778,2200
1/1/2004,Fuels,2859,780,2079
2/1/2004,Fuels,2368,837,1531
3/1/2004,Fuels,2763,810,1953
4/1/2004,Fuels,2462,888,1574
5/1/2004,Fuels,2003,694,1309
6/1/2004,Fuels,2536,715,1821
7/1/2004,Fuels,2378,771,1607
8/1/2004,Fuels,2647,671,1976
9/1/2004,Fuels,2243,708,1535
10/1/2004,Fuels,2399,566,1833
11/1/2004,Fuels,2432,463,1969
12/1/2004,Fuels,3192,657,2535
1/1/2005,Fuels,2761,628,2133
2/1/2005,Fuels,1945,610,1335
3/1/2005,Fuels,2541,573,1968
4/1/2005,Fuels,2378,655,1723
5/1/2005,Fuels,2438,648,1790
6/1/2005,Fuels,2194,569,1625
7/1/2005,Fuels,2058,576,1482
8/1/2005,Fuels,1807,702,1105
9/1/2005,Fuels,1871,546,1325
10/1/2005,Fuels,2306,605,1701
11/1/2005,Fuels,2128,826,1302
12/1/2005,Fuels,2555,746,1809
1/1/2006,Fuels,2445,762,1683
2/1/2006,Fuels,2341,924,1417
3/1/2006,Fuels,2792,1079,1713
4/1/2006,Fuels,2266,649,1617
5/1/2006,Fuels,2312,588,1724
6/1/2006,Fuels,2456,631,1825
7/1/2006,Fuels,2439,659,1780
8/1/2006,Fuels,2105,600,1505
9/1/2006,Fuels,2398,680,1718
10/1/2006,Fuels,2675,768,1907
11/1/2006,Fuels,2515,644,1871
12/1/2006,Fuels,2404,807,1597
1/1/2007,Fuels,2551,935,1616
2/1/2007,Fuels,2405,725,1680
3/1/2007,Fuels,2134,830,1304
4/1/2007,Fuels,2369,857,1512
5/1/2007,Fuels,2405,818,1587
6/1/2007,Fuels,2123,877,1246
7/1/2007,Fuels,2342,822,1520
8/1/2007,Fuels,2252,973,1279
9/1/2007,Fuels,2394,948,1446
10/1/2007,Fuels,2293,868,1425
11/1/2007,Fuels,2268,957,1311
12/1/2007,Fuels,2380,1014,1366
1/1/2008,Fuels,2323,941,1382
2/1/2008,Fuels,2317,877,1440
3/1/2008,Fuels,2343,1020,1323
4/1/2008,Fuels,2241,1038,1203
5/1/2008,Fuels,2189,992,1197
6/1/2008,Fuels,2061,1020,1041
7/1/2008,Fuels,1859,922,937
8/1/2008,Fuels,2278,956,1322
9/1/2008,Fuels,2530,794,1736
10/1/2008,Fuels,2370,896,1474
11/1/2008,Fuels,3172,798,2374
12/1/2008,Fuels,3103,815,2288
1/1/2009,Fuels,3211,761,2450
2/1/2009,Fuels,2503,897,1606
3/1/2009,Fuels,2683,947,1736
4/1/2009,Fuels,2063,861,1202
5/1/2009,Fuels,1888,828,1060
6/1/2009,Fuels,1873,811,1062
7/1/2009,Fuels,2181,804,1377
8/1/2009,Fuels,1841,871,970
9/1/2009,Fuels,2225,772,1453
10/1/2009,Fuels,2121,760,1361
11/1/2009,Fuels,2066,809,1257
12/1/2009,Fuels,2221,845,1376
1/1/2010,Fuels,2514,824,1690
2/1/2010,Fuels,2545,816,1729
3/1/2010,Fuels,2375,823,1552
4/1/2010,Fuels,2332,812,1520
5/1/2010,Fuels,2380,847,1533
6/1/2010,Fuels,2552,997,1555
7/1/2010,Fuels,2159,1200,959
8/1/2010,Fuels,2245,985,1260
9/1/2010,Fuels,2127,1023,1104
10/1/2010,Fuels,2796,781,2015
11/1/2010,Fuels,2548,1019,1529
12/1/2010,Fuels,2460,1195,1265
1/1/2011,Fuels,2760,988,1772
2/1/2011,Fuels,2069,885,1184
3/1/2011,Fuels,2561,910,1651
4/1/2011,Fuels,2551,998,1553
5/1/2011,Fuels,2693,1042,1651
6/1/2011,Fuels,2459,952,1507
7/1/2011,Fuels,2218,1077,1141
8/1/2011,Fuels,2097,973,1124
9/1/2011,Fuels,2390,1114,1276
10/1/2011,Fuels,2523,1053,1470
11/1/2011,Fuels,2378,949,1429
12/1/2011,Fuels,2355,967,1388
1/1/2012,Fuels,2274,1019,1255
2/1/2012,Fuels,2426,834,1592
3/1/2012,Fuels,2251,1127,1124
4/1/2012,Fuels,2149,1087,1062
5/1/2012,Fuels,2251,1191,1060
6/1/2012,Fuels,2458,1151,1307
7/1/2012,Fuels,2610,1136,1474
8/1/2012,Fuels,2357,1157,1200
9/1/2012,Fuels,2182,980,1202
10/1/2012,Fuels,1948,1238,710
11/1/2012,Fuels,2347,1157,1190
12/1/2012,Fuels,2514,1232,1282
1/1/2013,Fuels,2411,1067,1344
2/1/2013,Fuels,2212,989,1223
3/1/2013,Fuels,2200,1366,834
4/1/2013,Fuels,2059,1119,940
5/1/2013,Fuels,2531,1103,1428
6/1/2013,Fuels,2124,1088,1036
7/1/2013,Fuels,2637,932,1705
8/1/2013,Fuels,2241,1090,1151
9/1/2013,Fuels,2183,1054,1129
10/1/2013,Fuels,1768,1159,609
11/1/2013,Fuels,1963,1211,752
12/1/2013,Fuels,2299,989,1310
1/1/2014,Fuels,1914,1039,875
2/1/2014,Fuels,1944,910,1034
3/1/2014,Fuels,2769,736,2033
4/1/2014,Fuels,2209,905,1304
5/1/2014,Fuels,2584,915,1669
6/1/2014,Fuels,1935,968,967
7/1/2014,Fuels,1947,974,973
8/1/2014,Fuels,1583,995,588
9/1/2014,Fuels,2044,969,1075
10/1/2014,Fuels,2399,985,1414
11/1/2014,Fuels,2234,943,1291
12/1/2014,Fuels,2533,1096,1437
1/1/2015,Fuels,2248,930,1318
2/1/2015,Fuels,2104,911,1193
3/1/2015,Fuels,1908,975,933
4/1/2015,Fuels,1674,953,721
5/1/2015,Fuels,2906,928,1978
6/1/2015,Fuels,2196,1027,1169
7/1/2015,Fuels,1978,899,1079
8/1/2015,Fuels,2687,1002,1685
9/1/2015,Fuels,1919,922,997
10/1/2015,Fuels,1952,853,1099
11/1/2015,Fuels,1929,970,959
12/1/2015,Fuels,2100,891,1209
1/1/2016,Fuels,2179,927,1252
2/1/2016,Fuels,2414,1034,1380
3/1/2016,Fuels,1917,1015,902
4/1/2016,Fuels,2490,1189,1301
5/1/2016,Fuels,1820,852,968
6/1/2016,Fuels,1542,890,652
7/1/2016,Fuels,2223,1052,1171
8/1/2016,Fuels,1636,848,788
9/1/2016,Fuels,1517,958,559
10/1/2016,Fuels,1365,901,464
11/1/2016,Fuels,2120,1295,825
12/1/2016,Fuels,1909,1016,893
1/1/2017,Fuels,1768,974,794
2/1/2017,Fuels,1946,1014,932
3/1/2017,Fuels,2003,835,1168
4/1/2017,Fuels,1782,835,947
5/1/2017,Fuels,2233,891,1342
6/1/2017,Fuels,2698,917,1781
7/1/2017,Fuels,2313,1051,1262
8/1/2017,Fuels,2129,930,1199
9/1/2017,Fuels,2163,858,1305
10/1/2017,Fuels,1965,974,991
11/1/2017,Fuels,1949,971,978
12/1/2017,Fuels,2098,1049,1049
1/1/2018,Fuels,2109,1107,1002
2/1/2018,Fuels,1874,1018,856
3/1/2018,Fuels,1985,1256,729
4/1/2018,Fuels,2011,1001,1010
5/1/2018,Fuels,1795,1489,306
6/1/2018,Fuels,2219,879,1340
7/1/2018,Fuels,2414,872,1542
8/1/2018,Fuels,2128,954,1174
9/1/2018,Fuels,1915,858,1057
10/1/2018,Fuels,1949,812,1137
11/1/2018,Fuels,2076,824,1252
12/1/2018,Fuels,2573,912,1661
1/1/2019,Fuels,2586,877,1709
2/1/2019,Fuels,2190,762,1428
3/1/2019,Fuels,1964,820,1144
4/1/2019,Fuels,1467,797,670
5/1/2019,Fuels,2306,782,1524
6/1/2019,Fuels,1610,917,693
7/1/2019,Fuels,2052,795,1257
8/1/2019,Fuels,1961,713,1248
9/1/2019,Fuels,1989,601,1388
10/1/2019,Fuels,2076,743,1333
11/1/2019,Fuels,1875,602,1273
12/1/2019,Fuels,2331,620,1711
1/1/2020,Fuels,1992,652,1340
2/1/2020,Fuels,2245,521,1724
3/1/2020,Fuels,2039,627,1412
4/1/2020,Fuels,2424,536,1888
5/1/2020,Fuels,2458,544,1914
6/1/2020,Fuels,1631,628,1003
7/1/2020,Fuels,2051,556,1495
8/1/2020,Fuels,1937,658,1279
9/1/2020,Fuels,1857,663,1194
10/1/2020,Fuels,1978,672,1306
11/1/2020,Fuels,1895,634,1261
12/1/2020,Fuels,2317,707,1610
1/1/2021,Fuels,1146,676,470
1/1/1997,Animal & vegetable oils & fats,30,50,-20
2/1/1997,Animal & vegetable oils & fats,25,55,-30
3/1/1997,Animal & vegetable oils & fats,27,60,-33
4/1/1997,Animal & vegetable oils & fats,34,56,-22
5/1/1997,Animal & vegetable oils & fats,48,45,3
6/1/1997,Animal & vegetable oils & fats,32,62,-30
7/1/1997,Animal & vegetable oils & fats,34,49,-15
8/1/1997,Animal & vegetable oils & fats,34,56,-22
9/1/1997,Animal & vegetable oils & fats,37,54,-17
10/1/1997,Animal & vegetable oils & fats,30,58,-28
11/1/1997,Animal & vegetable oils & fats,32,58,-26
12/1/1997,Animal & vegetable oils & fats,27,52,-25
1/1/1998,Animal & vegetable oils & fats,34,49,-15
2/1/1998,Animal & vegetable oils & fats,32,54,-22
3/1/1998,Animal & vegetable oils & fats,30,54,-24
4/1/1998,Animal & vegetable oils & fats,29,54,-25
5/1/1998,Animal & vegetable oils & fats,27,51,-24
6/1/1998,Animal & vegetable oils & fats,30,49,-19
7/1/1998,Animal & vegetable oils & fats,27,51,-24
8/1/1998,Animal & vegetable oils & fats,20,54,-34
9/1/1998,Animal & vegetable oils & fats,30,51,-21
10/1/1998,Animal & vegetable oils & fats,33,67,-34
11/1/1998,Animal & vegetable oils & fats,27,62,-35
12/1/1998,Animal & vegetable oils & fats,23,54,-31
1/1/1999,Animal & vegetable oils & fats,29,68,-39
2/1/1999,Animal & vegetable oils & fats,30,74,-44
3/1/1999,Animal & vegetable oils & fats,28,56,-28
4/1/1999,Animal & vegetable oils & fats,25,54,-29
5/1/1999,Animal & vegetable oils & fats,21,47,-26
6/1/1999,Animal & vegetable oils & fats,15,53,-38
7/1/1999,Animal & vegetable oils & fats,21,59,-38
8/1/1999,Animal & vegetable oils & fats,21,53,-32
9/1/1999,Animal & vegetable oils & fats,26,72,-46
10/1/1999,Animal & vegetable oils & fats,20,60,-40
11/1/1999,Animal & vegetable oils & fats,17,53,-36
12/1/1999,Animal & vegetable oils & fats,24,55,-31
1/1/2000,Animal & vegetable oils & fats,20,53,-33
2/1/2000,Animal & vegetable oils & fats,17,54,-37
3/1/2000,Animal & vegetable oils & fats,17,45,-28
4/1/2000,Animal & vegetable oils & fats,15,43,-28
5/1/2000,Animal & vegetable oils & fats,17,58,-41
6/1/2000,Animal & vegetable oils & fats,22,53,-31
7/1/2000,Animal & vegetable oils & fats,23,55,-32
8/1/2000,Animal & vegetable oils & fats,15,55,-40
9/1/2000,Animal & vegetable oils & fats,17,60,-43
10/1/2000,Animal & vegetable oils & fats,16,56,-40
11/1/2000,Animal & vegetable oils & fats,14,58,-44
12/1/2000,Animal & vegetable oils & fats,19,44,-25
1/1/2001,Animal & vegetable oils & fats,14,55,-41
2/1/2001,Animal & vegetable oils & fats,14,55,-41
3/1/2001,Animal & vegetable oils & fats,18,62,-44
4/1/2001,Animal & vegetable oils & fats,19,59,-40
5/1/2001,Animal & vegetable oils & fats,18,55,-37
6/1/2001,Animal & vegetable oils & fats,16,54,-38
7/1/2001,Animal & vegetable oils & fats,16,55,-39
8/1/2001,Animal & vegetable oils & fats,21,50,-29
9/1/2001,Animal & vegetable oils & fats,16,50,-34
10/1/2001,Animal & vegetable oils & fats,19,56,-37
11/1/2001,Animal & vegetable oils & fats,26,51,-25
12/1/2001,Animal & vegetable oils & fats,15,47,-32
1/1/2002,Animal & vegetable oils & fats,26,49,-23
2/1/2002,Animal & vegetable oils & fats,22,51,-29
3/1/2002,Animal & vegetable oils & fats,20,55,-35
4/1/2002,Animal & vegetable oils & fats,20,58,-38
5/1/2002,Animal & vegetable oils & fats,27,51,-24
6/1/2002,Animal & vegetable oils & fats,24,53,-29
7/1/2002,Animal & vegetable oils & fats,29,53,-24
8/1/2002,Animal & vegetable oils & fats,35,51,-16
9/1/2002,Animal & vegetable oils & fats,38,53,-15
10/1/2002,Animal & vegetable oils & fats,33,49,-16
11/1/2002,Animal & vegetable oils & fats,27,53,-26
12/1/2002,Animal & vegetable oils & fats,31,54,-23
1/1/2003,Animal & vegetable oils & fats,44,53,-9
2/1/2003,Animal & vegetable oils & fats,41,58,-17
3/1/2003,Animal & vegetable oils & fats,35,66,-31
4/1/2003,Animal & vegetable oils & fats,50,62,-12
5/1/2003,Animal & vegetable oils & fats,62,66,-4
6/1/2003,Animal & vegetable oils & fats,39,62,-23
7/1/2003,Animal & vegetable oils & fats,37,54,-17
8/1/2003,Animal & vegetable oils & fats,28,60,-32
9/1/2003,Animal & vegetable oils & fats,30,54,-24
10/1/2003,Animal & vegetable oils & fats,30,62,-32
11/1/2003,Animal & vegetable oils & fats,30,64,-34
12/1/2003,Animal & vegetable oils & fats,31,63,-32
1/1/2004,Animal & vegetable oils & fats,24,56,-32
2/1/2004,Animal & vegetable oils & fats,24,58,-34
3/1/2004,Animal & vegetable oils & fats,25,61,-36
4/1/2004,Animal & vegetable oils & fats,26,44,-18
5/1/2004,Animal & vegetable oils & fats,27,56,-29
6/1/2004,Animal & vegetable oils & fats,27,56,-29
7/1/2004,Animal & vegetable oils & fats,26,62,-36
8/1/2004,Animal & vegetable oils & fats,29,67,-38
9/1/2004,Animal & vegetable oils & fats,31,63,-32
10/1/2004,Animal & vegetable oils & fats,28,68,-40
11/1/2004,Animal & vegetable oils & fats,32,70,-38
12/1/2004,Animal & vegetable oils & fats,22,73,-51
1/1/2005,Animal & vegetable oils & fats,32,62,-30
2/1/2005,Animal & vegetable oils & fats,30,64,-34
3/1/2005,Animal & vegetable oils & fats,32,65,-33
4/1/2005,Animal & vegetable oils & fats,30,58,-28
5/1/2005,Animal & vegetable oils & fats,30,58,-28
6/1/2005,Animal & vegetable oils & fats,28,60,-32
7/1/2005,Animal & vegetable oils & fats,30,68,-38
